Date,Tweet_Text,Tweet_Id,User_Id,User_Name,User_Screen_Name,Retweets,Favorites,Class,Tweet_length,Number_of_URL,No_of_@_word,No_of_hash_word,Length_of_User_Name,Number_of_Spam_Word,Number_of_Swear_Word,New_Feature
2011-08-02 19:58:5,Fuckng Racism ….the mob attacked Little Lonon Girl http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance @nicoleJJ @SarahMI at London Zoo #londonSucks #Racism ,9.85e+16,187765564,inactive bc school,187765564,57.0,89.0,-1.0,151,0,3,2,9,1,1,7
2011-08-02 19:59:0,#London Virginia eyes bowl in second year with Mike London â€“ Washington Times http://bit.ly/nAZq0E,9.85e+16,256874380,Guangzhou Daily News,256874380,10.0,4.0,1.0,87,0,0,1,9,0,0,1
2011-08-02 19:59:0,gzdaily.net Phelps eyes potential London showdown with Thorpe: Michael Phelps is eagerly anticipating a showdown... http://bit.ly/q15rxP,9.85e+16,256874380,Guangzhou Daily News,256874380,2.0,0.0,1.0,121,0,0,0,9,0,0,0
2011-08-02 19:59:2,@mike128 That sounds messy. P.S. When are you next in London? Drinks with @pwalton134?,9.85e+16,17534851,Claire Tayler,17534851,0.0,0.0,1.0,73,0,2,0,8,0,0,2
2011-08-02 19:59:2,Radio 5Live http://www.bbc.co.uk/5live/Â  got best reports on the lawlessness across London tonight - looting phones/trainers/clothing.,9.85e+16,17534851,Claire Tayler,17534851,3.0,5.0,1.0,121,0,0,0,8,0,0,0
2011-08-02 19:59:3,Etsy Storque: In May 2010_ London-based artist Jeremy Hutchison read an article about an assembly line worker w... http://etsy.me/qxp38V or http://bit.ly/qGyCdv,9.85e+16,17211615,Amanda,17211615,5.0,2.0,1.0,141,0,0,0,8,0,0,0
2011-08-02 19:59:3,HIV epidemics emerging in M.East_ N.Africa - study: LONDON (Reuters) - Epidemics of HIV are emerging among gay a... http://bit.ly/pS7uJd,9.85e+16,66619037,Somdutt Bose,66619037,5.0,3.0,1.0,117,0,0,0,8,0,0,0
2011-08-02 19:59:3,HIV epidemics emerging in M.East_ N.Africa - study: LONDON (Reuters) - Epidemics of HIV are emerging among gay a... http://bit.ly/pS7uJd,9.85e+16,66619037,Somdutt Bose,66619037,5.0,3.0,1.0,117,0,0,0,8,0,0,0
2011-08-02 19:59:3,RT @SooriMadsoos: “@cnnbrk: Death toll in #Syria crisis surpasses 2_000_ London-based activist group says. htt… (cont) http://deck.ly/~1IWgi,9.85e+16,17211615,Amanda,17211615,76.0,59.0,-1.0,124,0,2,1,8,0,0,3
2011-08-03 19:57:4,Man shot dead by #Police in north London during attempted arrest http://gu.com/p/3x3t6/twÂ  (the incident that triggered the riot) check more at http://bit.ly/lpXWPV,9.89e+16,95313652,News Today,95313652,0.0,0.0,1.0,144,0,0,1,8,0,0,1
2011-08-03 19:57:4,a shorts in london #ReplaceMovieTitleWithShorts,9.89e+16,124204628,Stephen Betley,124204628,0.0,0.0,1.0,43,0,0,1,9,0,0,1
2011-08-03 19:57:4,Avoir le dernier mÃ©tro de justesse: check #london,9.89e+16,60209072,_ebabi_!!,60209072,0.0,0.0,1.0,43,0,0,1,8,0,0,1
2011-08-03 19:57:5,BBC News - London disturbance: Bus set alight in Tottenham protest http://bbc.in/ny85rZÂ ,9.89e+16,24170530,Budweiser Gardens,24170530,0.0,0.0,1.0,78,0,0,0,8,0,0,0
2011-08-03 19:57:5,@kevinmgriffin - If @betterthanezra can play in London (cool!)_ you should be able to play in Seattle again_ too... right? Please? ;),9.89e+16,318825811,Frederick Emerson,318825811,0.0,0.0,1.0,112,0,2,0,9,0,0,2
2011-08-03 19:57:5,@im_so_childish even your twitter location has shunned you from London too. How can you breathe out there??,9.89e+16,257587659,iminyournightmares,257587659,0.0,0.0,1.0,91,0,1,0,9,0,0,1
2011-08-03 19:57:5,@MARVS_GREENGIRL Tottenham_ North London :),9.89e+16,111010699,Fast Cash 2 Day,111010699,0.0,0.0,1.0,39,0,1,0,9,0,0,1
2011-08-03 19:58:0,Latest News - Two Police Cars Set on Fire in London Riot - CRIENGLISH.com... #news http://bit.ly/qIOPMu,9.89e+16,186644488,Austria News,186644488,0.0,0.0,1.0,88,0,0,1,9,0,0,1
2011-08-03 19:58:0,Fatal #Police#Policeshooting sparks London riots http://bit.ly/oF821O #TAF #TFB #500aday is it safe @london check it out http://bit.ly/q7BYlU,9.89e+16,224655157,Wien City,224655157,1.0,0.0,1.0,125,0,1,5,9,0,0,6
2011-08-03 19:58:0,@TiggyBean we only recently went to London eye at night_ he so romantic and such fun_ he kept me young and made me feel special *sobs loudly,9.89e+16,116807243,austroweb,116807243,0.0,0.0,1.0,114,0,1,0,9,0,0,1
2011-08-03 19:58:0,[VIDEO] Grenada's 18 y.o sprint sensation James wins and sets world lead in London. http://bit.ly/qhUrYRÂ â€  Go on cuz..!,9.89e+16,32586019,Millie,32586019,0.0,0.0,1.0,105,0,0,0,8,0,0,0
2011-08-03 19:58:0,#NW Live in london - donnie Mcclurklin,9.89e+16,227817315,Anonym Tweeten,227817315,0.0,0.0,1.0,32,0,0,1,9,0,0,1
2011-08-03 19:58:0,London in the spring_ Paris in the fall.,9.89e+16,13510892,Violette Vérité,13510892,0.0,0.0,1.0,33,0,0,0,8,0,0,0
2011-08-03 19:58:0,RT @Remel_London: RT @Chicoco_cakes: Nigeria is a better country right now > haha REAL TALKS!!!,9.89e+16,224651046,Wien News,224651046,0.0,0.0,1.0,81,0,2,0,9,0,0,2
2011-08-03 19:58:1,"""RT @nickstew_art At Serpentine Lido on a gorgeous London summer's day. Only slightly spoilt by """"eccentric"""" oldies sporting thongs.""",9.89e+16,332469635,Foro Rock,332469635,0.0,0.0,1.0,116,0,1,0,9,0,0,1
2011-08-03 19:58:1,DTN Singapore: McCartney: I'm going to #Police over hacking claim: #LONDON - FORMER Beatle Paul McCartney said on ... http://bit.ly/n96zae #Riots,9.89e+16,174756716,katie kitty kat,174756716,0.0,0.0,1.0,125,0,0,3,9,0,0,3
2011-08-03 19:58:2,@Eva_Nielsen where abouts in London are you? Might be a good idea,9.89e+16,140200278,BertromavichEdenburg,140200278,0.0,0.0,1.0,54,0,1,0,9,0,0,1
2011-08-03 19:58:2,@Brooke_GA_Burke I bet you know all the places in London? :) xox,9.89e+16,64462496,Lauren,64462496,0.0,0.0,1.0,53,0,1,0,8,0,0,1
2011-08-03 19:58:2,@MindlessFanLuv: ..Can sumbody PLEASE Tell Me What Happen In London And The UK yeah me too!!,9.89e+16,211408290,Susan,211408290,0.0,0.0,1.0,77,0,1,0,9,0,0,1
2011-08-03 19:58:2,#London's burning : london's burning_ fetch the engines_ fetch the engines_ #fire #itsworst #fire #itsworst_ #fire #itsworst #fire #itsworst_ pour on water_ pour ... http://tmi.me/eeZca ##fire #itsworstsong #pouronwater ##fire #itsworst ##fire #itsworst,9.89e+16,116030794,Lorna,116030794,0.0,0.0,1.0,222,0,0,19,9,0,0,19
2011-08-03 19:58:4,Grand theft auto #London Riot. http://yfrog.com/kka0alnj videos on my #wall ! Check it out ……..,9.89e+16,63750282,Angela,63750282,0.0,0.0,1.0,81,0,0,2,8,0,0,2
2011-08-03 19:58:4,I know I said I was going to sleep but this is ridiculous?! In liverpool? Liverpool is 200 miles from London?,9.89e+16,145330963,Warren London DogSpa,145330963,0.0,0.0,1.0,89,0,0,0,9,0,0,0
2011-08-03 19:58:4, Update on riots: It's mainly stopped in london_ but the rest of our country is carrying on. Because they're dicks. #London,9.89e+16,20520540,90.9 WGUC,20520540,0.0,0.0,1.0,102,0,0,1,8,0,0,1
2011-08-03 19:58:4,@GersRafa Happily_ London has been pretty quiet tonight cos of 16_000 coppers but there has been more in Liverpool_ Manchester etc #crikey,9.89e+16,40780227,...Darrious....Tate.,40780227,0.0,0.0,1.0,117,0,1,1,8,0,0,2
2011-08-03 19:58:4,@Tritocmore indeed! Thanks for the spot. In London any time soon? Long overdue a beer!,9.89e+16,329556765,James Hartt,329556765,0.0,0.0,1.0,72,0,1,0,9,0,0,1
2011-08-03 19:58:5,I miss my bestest bestest BESTEST friend in the whole wide world @lindseymaynard I LOVE YOU DON'T GO TO LONDON):,9.89e+16,19266446,Lya Thomas,19266446,0.0,0.0,1.0,93,0,1,0,8,0,0,1
2011-08-03 19:58:5,@sway23 @_beak Our city is home to the same sort of criminals that plagued London. We'll bounce back!,9.89e+16,85463012,Keith Errington,85463012,0.0,0.0,1.0,84,0,2,0,8,0,0,2
2011-08-03 19:59:0,@BladeMithology @patty_london o_o que amistades,9.89e+16,20050988,Legal Jobs,20050988,0.0,0.0,1.0,43,0,2,0,8,0,0,2
2011-08-03 19:59:0,London best VIP companions_ Caucasian escorts in United Kingdom.,9.89e+16,290705286,US Swinger Elleik,290705286,21.0,31.0,1.0,56,0,0,0,9,0,0,0
2011-08-03 19:59:0,Riots in London http://fb.me/10Cnm2Mns,9.89e+16,41822598,Scott,41822598,0.0,0.0,1.0,35,0,0,0,8,0,0,0
2011-08-03 19:59:0,Selby jennings london Junior Senior Job Hedge fund (London) Quantitative Equities Portfolio Manag... http://bit.ly/lZVQBM Master 58,9.89e+16,82633817,Emploi Master,82633817,56.0,87.0,-1.0,116,0,0,0,8,0,0,0
2011-08-03 19:59:0,@lucyttaylor yeah I was in London last week so went for a beer with @jamestanner01 and ended up having dinner in pollen street:),9.89e+16,120614051,Marcus Bean,120614051,6.0,7.0,1.0,106,0,2,0,9,0,0,2
2011-08-03 19:59:0,lol RT @London_Londyn: shake weight is for homo niggas && bitch wiggas.,9.89e+16,120614051,Marcus Bean,120614051,0.0,0.0,1.0,60,0,1,0,9,0,0,1
2011-08-03 19:59:0,smart move! â€œ@omarulhaq: Gotta love #Apple! #London: http://yfrog.com/gzmu3qsjÂ  (via @khanvictdxb)â€,9.89e+16,82633817,Emploi Master,82633817,0.0,0.0,1.0,95,0,2,2,8,0,0,4
2011-08-03 19:59:0,@IAM_KING Bro! U should come visit! I <3 London but I still wanna go New York though lol. Btw did u get my DM?! ;-),9.89e+16,290705286,US Swinger Elleik,290705286,0.0,0.0,1.0,91,0,1,0,9,0,0,1
2011-08-03 19:59:1,@Ms_Trini_London aww poor maria. arnt u goin to the movies?,9.89e+16,49804245,Megan,49804245,31.0,43.0,1.0,50,0,1,0,8,0,0,1
2011-08-03 19:59:1,Were is dha sis @London_Imported at,9.89e+16,157198727,OHHShIT_ITZDREW!!,157198727,32.0,43.0,1.0,30,0,1,0,9,0,0,1
2011-08-03 19:59:1,Now it's Manchester and the Midlands' turn as London braces for FOURTH night of rioting http://bit.ly/r2KMOSÂ ,9.89e+16,59869970,Lê,59869970,0.0,0.0,1.0,95,0,0,0,8,0,0,0
2011-08-03 19:59:1,uma menina lÃ¡ da sala voltou com um casaco I  London uhullll mas foi a mÃ£e dela que foi pra lÃ¡_ ai que inveja KKK,9.89e+16,59869970,LÃª,59869970,31.0,38.0,1.0,91,0,0,0,8,0,0,0
2011-08-03 19:59:1,@yebbabrown what happen in London?,9.89e+16,157198727,OHHShIT_ITZDREW!!,157198727,0.0,0.0,1.0,30,0,1,0,9,0,0,1
2011-08-03 19:59:1,@Tai_Monroe yeah but you got the London name. :-),9.89e+16,49804245,Megan,49804245,0.0,0.0,1.0,41,0,1,0,8,0,0,1
2011-08-03 19:59:2,Lolll RT @Davidandthetwit: Big transport disruption in London tonight. Wrong sort of sun on the tracks_ I imagine and (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,9.89e+16,151109592,Premila Puri,151109592,56.0,87.0,-1.0,242,0,1,4,9,0,0,5
2011-08-03 19:59:2,@vtj3 I just check BBC news Disturbance after London protest - http://www.bbc.co.uk/news/uk-england-london-14434318Â â€¦ :/,9.89e+16,151109592,Premila Puri,151109592,0.0,0.0,1.0,111,0,1,0,9,0,0,1
2011-08-03 19:59:2,Have a feeling this drunk guy is gonna be a pain in the arse on way to London.,9.89e+16,54966626,Katie O'Sullivan,54966626,20.0,15.0,1.0,61,0,0,0,8,0,0,0
2011-08-03 19:59:3,@bethwieczorek omg I'm so jealous_ London is like the bee knees!! Bring me back a big Ben candle,9.89e+16,223900604,Lizzie Mckeone,223900604,2.0,4.0,1.0,79,0,1,0,9,0,0,1
2011-08-03 19:59:3,Photo: Evening drinks at the Slug & Satellite â€¦ #3/365 (Taken with Instagram at London) http://tumblr.com/xxt3x50zet,9.89e+16,50470870,Kev,50470870,0.0,0.0,1.0,103,0,0,1,8,0,0,1
2011-08-03 19:59:3,@electronicrumor not edl. thats home grown enfield son. i know this. fuckin edl aint even from london. fuck edl. this is hometown.,9.89e+16,223900604,Lizzie Mckeone,223900604,0.0,0.0,1.0,109,0,1,0,9,0,0,1
2011-08-03 19:59:3,I'm tryna take a vacation soon...may be london and italy. Who's down?,9.89e+16,50470870,Kev,50470870,3.0,7.0,1.0,58,0,0,0,8,0,0,0
2011-08-03 19:59:4,whats going on in london??,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,22,0,0,0,9,0,0,0
2011-08-03 19:59:4,@MarquisGroup You guys need to do BOTH HAMILTON AND LONDON AFTERPARTIES! Come on_ it's the LAST 2 SHOWS! DO IT!,9.89e+16,63750282,Angela,63750282,1.0,2.0,1.0,92,0,1,0,8,0,0,1
2011-08-03 19:59:4,#London Virginia eyes bowl in second year with Mike London â€“ Washington Times http://bit.ly/nAZq0E,9.89e+16,166189912,London Informer,166189912,10.0,4.0,1.0,87,0,0,1,9,0,0,1
2011-08-03 19:59:4,#ukpc4sale LONDON Ibm T410 Lenovo i5 Cpu 4gb ram 320gb_ 2.53 Ghz Hd laptop mint condition (lonodn_ Price: Â£400)  http://bit.ly/5ZSJh0,9.89e+16,107540499,UK PCs for Sale,107540499,12.0,4.0,1.0,114,0,0,1,9,0,0,1
2011-08-03 19:59:4,#Dead @ARIGINALIAMFL My homegirl in London anxious about me coming over there but she a lil too excited She got me thinking bout HOSTEL,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,112,0,1,1,9,0,0,2
2011-08-03 19:59:4,#London Magic 105.4 takes top spot in London with record audience â€“ The Guardian http://bit.ly/ni70xD,9.89e+16,166189912,London Informer,166189912,1.0,2.0,1.0,89,0,0,1,9,0,0,1
2011-08-03 19:59:4,#ukpc4sale LONDON Dell Studio 15 1558 i7 720QM 4gb Ram 500GB_ dell laptop_ dell studio (lonodn_ Price: Â£450)  http://bit.ly/5ZSJh0,9.89e+16,107540499,UK PCs for Sale,107540499,1.0,0.0,1.0,112,0,0,1,9,0,0,1
2011-08-03 19:59:4,Stop Racism @Pier59Studios Follow @Daniellismore he is a visionary and walking art work and racism  http://www.facebook.com/lismore.daniel http://www.facebook.com/lismore.daniel he hosts London's racist parties too! X #Boycot #LondonRacism,9.89e+16,7267552,sas,7267552,65.0,81.0,-1.0,214,0,2,2,7,0,1,5
2011-08-03 19:59:4,#ukpc4sale LONDON Brand new apple macbook pro 17 (london_ Price: Â£450)  http://bit.ly/5ZSJh0,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,81,0,0,1,9,0,0,1
2011-08-03 19:59:4,RT @SooriMadsoos: “@cnnbrk: Death toll in #Syria crisis surpasses 2_000_ London-based activist group says. htt… (cont) http://deck.ly/~1IWgi,9.89e+16,7267552,sas,7267552,76.0,59.0,-1.0,124,0,2,1,7,0,0,3
2011-08-03 19:59:4,@funkmasterflex: #IFWT: (Video) North London in Flames As Riots Follow Protests!! http://bit.ly/o914WVÂ ,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,93,0,1,1,9,0,0,2
2011-08-03 19:59:4,#ukpc4sale LONDON CnM Lifestyle Electronis Cd Dvd external drive Sale Or Swap (london_ Price: Â£20)  http://bit.ly/5ZSJh0,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,105,0,0,1,9,0,0,1
2011-08-03 19:59:4,RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.89e+16,107540499,UK PCs for Sale,107540499,64.0,67.0,-1.0,123,0,3,4,9,0,0,7
2011-08-03 19:59:4,#ukpc4sale LONDON Brand New Apple Ipad 2 64GB Wifi 3g Also Other Items In Stock (london_ Price: Â£320)  http://bit.ly/5ZSJh0,9.89e+16,107540499,UK PCs for Sale,107540499,0.0,0.0,1.0,105,0,0,1,9,0,0,1
2011-08-03 19:59:4,#myprayers sincerely go out to #London_ may god be with you all ,9.89e+16,166189912,London Informer,166189912,2.0,1.0,1.0,52,0,0,2,9,0,0,2
2011-08-03 19:59:4,Final check-in of vacation 2011. Home!!! (@ VIA Rail London) http://4sq.com/r3Y41F,9.89e+16,166189912,London Informer,166189912,0.0,2.0,1.0,72,0,1,0,9,0,0,1
2011-08-03 19:59:4,RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.89e+16,107540499,UK PCs for Sale,107540499,64.0,67.0,-1.0,123,0,3,4,9,0,0,7
2011-08-03 19:59:5,RT @joeashtonsing New Guidelines for Product Branding at London 2012 Olympics - Bike Europe http://bit.ly/pFRMqG,9.89e+16,67898811,The London Bike Bot,67898811,2.0,3.0,1.0,98,0,1,0,8,0,0,1
2011-08-03 19:59:5,RT @joeashtonsing New Guidelines for Product Branding at London 2012 Olympics - Bike Europe http://bit.ly/pFRMqG,9.89e+16,67898811,The London Bike Bot,67898811,2.0,3.0,1.0,98,0,1,0,8,0,0,1
2011-08-04 19:58:0,@Ruth_London We a threat haven't seen the best of us yet,9.93e+16,80654241,david morgan,80654241,0.0,0.0,1.0,46,0,1,0,8,0,0,1
2011-08-04 19:58:0,Nice to see you completely monged tonight ! @hugo_london,9.93e+16,36108613,Eoin Quinn,36108613,0.0,0.0,1.0,48,0,1,0,8,0,0,1
2011-08-04 19:58:0,Sticky sticky London night,9.93e+16,155870774,Fnoob Techno Radio,155870774,0.0,0.0,1.0,23,0,0,0,9,0,0,0
2011-08-04 19:58:0,Out on London town - females notice my accent very Posh + aftershave scent. Koros with Jovan musk with a hint Obsession. #love,9.93e+16,59126679,Quant Finance Jobs,59126679,0.0,0.0,1.0,104,0,0,1,8,0,0,1
2011-08-04 19:58:0,Tengok rusuhan kat london tu. Kat malaysia bersih pantat tu nak buat macam tu agaknya. Tapi tak cukup kuat. Sbb leader dia ambigampang.,9.93e+16,270993671,WOODY,270993671,0.0,0.0,1.0,113,0,0,0,9,0,0,0
2011-08-04 19:58:1,ECL announce their name change and reveal London location http://bit.ly/rdNqm3,9.93e+16,30979848,Josie,30979848,1.0,0.0,1.0,69,0,0,0,8,0,0,0
2011-08-04 19:58:1,#LondonRiots: Social Media Mobilizes Riot Cleanup http://ow.ly/5ZiGB #riotcleanup #socialmedia,9.93e+16,30012499,bethy,30012499,0.0,0.0,1.0,86,0,0,3,8,0,0,3
2011-08-04 19:58:1,I'm going to Amsterdam & London in September!!!,9.93e+16,51439828,Rodolfo Ronchetti,51439828,0.0,0.0,1.0,40,0,0,0,8,0,0,0
2011-08-04 19:58:1,Out in London. It is *quality*,9.93e+16,93242849,contractjob.net,93242849,0.0,0.0,1.0,25,0,0,0,8,0,0,0
2011-08-04 19:58:1,This guy wk with me frm LONDON and when he b talking to me I JUST MELT INSIDE WHEEW(DAMN HIS ACCENT STRONG),9.93e+16,21507795,Fawn Mead,21507795,0.0,0.0,1.0,86,0,0,0,8,0,0,0
2011-08-04 19:58:1,RT@Amran_AlSharhan: Let's hope that the riots in London end soon for the sake of not only London but the whole world. We have enough concern,9.93e+16,101625022,Evelyn ^.^,101625022,0.0,0.0,1.0,116,0,1,0,9,0,0,1
2011-08-04 19:58:1,@djandyjmac u in London now? U Off to circuit too?,9.93e+16,234886108,Fresh Article,234886108,0.0,0.0,1.0,41,0,1,0,9,0,0,1
2011-08-04 19:58:2,@David_Hoss not in london really but manchester was bad earlier,9.93e+16,94267935,Famous About,94267935,0.0,0.0,1.0,54,0,1,0,8,0,0,1
2011-08-04 19:58:3,London Zoo Avoid Queues And Save Money When You Book Online http://tidd.ly/292bf506Â ,9.93e+16,186157564,KevinKoschutnig,186157564,0.0,0.0,1.0,74,0,0,0,9,1,0,1
2011-08-04 19:58:3,In a room full of money out in London and she screams(Hoooo),9.93e+16,218551550,Niilz,218551550,0.0,0.0,1.0,49,0,0,0,9,0,0,0
2011-08-04 19:58:3,BREAKING NEWS - @LeighFrancis  Keith Lemon arrested on suspicion of smashing in the back doors of Miss Selfridge. #London,9.93e+16,111556423,Daily Mail U.K.,111556423,0.0,0.0,1.0,102,0,1,1,9,0,0,2
2011-08-04 19:58:3,[Album] All The Young â€“ iTunes Festival London 2011 EP (2011) http://tinyurl.com/3t5dqz7,9.93e+16,94901801,Charle.,94901801,0.0,0.0,1.0,79,0,0,0,8,0,0,0
2011-08-04 19:58:3,tsn.ca Top Stories RSS - Sarnia Sting make trades with Belleville_ London:  http://bit.ly/q5F8QT,9.93e+16,205298307,DTN Singapore,205298307,0.0,0.0,1.0,83,0,0,0,9,0,0,0
2011-08-04 19:58:4, y did the #Police killed the young man and how did they allow such a huge #mayhem even in london there! #riots ##Policebrutality ,9.93e+16,23448443,Heather Brickell,23448443,0.0,0.0,1.0,106,0,0,5,8,0,0,5
2011-08-04 19:58:4,Striped love: Well_ I am back from London and I need some rest from all of the walking/ sightseeing I did over t... http://bit.ly/q6rClp,9.93e+16,154273426,Damien Pollard,154273426,0.0,0.0,1.0,113,0,0,0,9,0,0,0
2011-08-04 19:58:4,BLG faces merger redundancies: Some 15% of partners at Barlow Lyde & Gilbert are expected to leave the London... http://on.ft.com/ncQ6Nq,9.93e+16,36853539,Liz Hill,36853539,0.0,0.0,1.0,117,0,0,0,8,0,0,0
2011-08-04 19:58:5,The tourist   @ London http://instagr.am/p/JHIf2/,9.93e+16,194384049,Lesley Bourne,194384049,0.0,0.0,1.0,43,0,1,0,9,0,0,1
2011-08-04 19:58:5,@hapsci Good point.  A lot of people I met even as close as Warwickshire were pretty down on London.  They'd at least BEEN there_ though.,9.93e+16,17436289,Dj Mo Beatz,17436289,0.0,0.0,1.0,111,0,1,0,8,0,0,1
2011-08-04 19:58:5,Xstrata set for 40 percent jump in H1 profit_ strong H2: LONDON (Reuters) - Xstrata is expected to post an almo... http://yhoo.it/r3aExX,9.93e+16,278046518,Fat Slutty Andretti,278046518,0.0,0.0,1.0,115,0,0,0,9,0,0,0
2011-08-04 19:58:5,@Viv_DE_Freak awww cool i live in east london,9.93e+16,233182045,ana,233182045,0.0,0.0,1.0,38,0,1,0,9,0,0,1
2011-08-04 19:59:0,@coolasfire123 yeaah! in june 13! I  really want to live in london! You guys have the bests shows in da world!,9.93e+16,22397050,Regina George,22397050,31.0,22.0,1.0,89,0,1,0,8,0,0,1
2011-08-04 19:59:0,@stefanabingdon how much longer?? i would stay up all night waiting but i need sleep for london tomorrow as im waking up at 4am :( xxx,9.93e+16,296253301,poppy,296253301,31.0,8.0,1.0,109,0,1,0,9,0,0,1
2011-08-04 19:59:0,@MisssN watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,9.93e+16,237366923,FAT YE WEST,237366923,0.0,0.0,1.0,135,0,2,1,9,0,0,3
2011-08-04 19:59:0,@diggy_simmons cant wait till you come to the uk. please visit other places except london haha. somewhere near yorkshire maybe ;) <3,9.93e+16,22397050,Regina George,22397050,0.0,0.0,1.0,111,0,1,0,8,0,0,1
2011-08-04 19:59:0,BBC News - London riots: Met Police launch major investigation http://bbc.in/puOre1Â ,9.93e+16,296253301,poppy,296253301,0.0,0.0,1.0,75,0,0,0,9,0,0,0
2011-08-04 19:59:0,Â£100_000. Veronica Gardens_ London_ SW16. Price dropped 4%. http://bit.ly/oXf1Wg #riots swag… ,9.93e+16,17076493,Rich Porter,17076493,0.0,0.0,1.0,84,0,0,1,8,0,0,1
2011-08-04 19:59:0,S/O 2 all the LEO's and August baby's RT were Trully blessed...the weather in LONDON RITE ABT NOW PROVES IT!!!! #teamlondon #teamLeo!!!,9.93e+16,348445695,Karen Lynn,348445695,0.0,0.0,1.0,114,0,0,2,9,0,0,2
2011-08-04 19:59:1,###Tottenham    riots: Double decker bus set ablaze as mob violence hits London: A double deckerâ€¦ http://goo.gl/fb/GqsPj,9.93e+16,33803218,TisheePooh,33803218,0.0,0.0,1.0,104,0,0,3,8,0,0,3
2011-08-04 19:59:1,Pouring my heart out in a dance record nice international feel.. It feels like London _ Egypt  _ Las Vegas  India _ Madrid_ Paris all in one,9.93e+16,330277211,anaktgtokong,330277211,0.0,0.0,1.0,112,0,0,0,9,0,0,0
2011-08-04 19:59:1,Cant wait to get hm im goin to zzzzz till Tomorrow if london allows,9.93e+16,33803218,TisheePooh,33803218,7.0,8.0,1.0,54,0,0,0,8,0,0,0
2011-08-04 19:59:1,lol RT @London_Londyn: shake weight is for homo niggas && bitch wiggas.,9.93e+16,66799275,C.J. Jones,66799275,28.0,29.0,1.0,60,0,1,0,8,0,0,1
2011-08-04 19:59:1,"""Pengarah MSD London anggap Umno London sebagai """"orang luar"""" walhal umno byk menjalankan aktiviti masyarakat @NajibRazak @Khairykj""",9.93e+16,330277211,anaktgtokong,330277211,16.0,36.0,1.0,117,0,2,0,9,0,0,2
2011-08-04 19:59:1,"""RT @Remel_London: RT @MisssN: i love the way the guardian journo put the BBC newswoman in her place. """"let's not ... http://tmi.me/e5BTN""",9.93e+16,66799275,C.J. Jones,66799275,0.0,0.0,1.0,117,0,2,0,8,0,0,2
2011-08-04 19:59:2,Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://bit.ly/qZ2Mrs,9.93e+16,93647694,Rayan Alkhaleel,93647694,22.0,12.0,1.0,92,0,0,0,8,0,0,0
2011-08-04 19:59:2,London London London London,9.93e+16,174031718,Rafaela Santiago,174031718,11.0,12.0,1.0,24,0,0,0,9,0,0,0
2011-08-04 19:59:2,uma menina lÃ¡ da sala voltou com um casaco I  London uhullll mas foi a mÃ£e dela que foi pra lÃ¡_ ai que inveja KKK,9.93e+16,174031718,Rafaela Santiago,174031718,0.0,0.0,1.0,91,0,0,0,9,0,0,0
2011-08-04 19:59:2,Check this video out -- London Riots. (The BBC will never replay this. Send it out) http://www.youtube.com/watch?v=biJgILxGK0o&feature=shareÂ â€¦ via @youtube,9.93e+16,93647694,Rayan Alkhaleel,93647694,0.0,0.0,1.0,140,0,1,0,8,0,0,1
2011-08-04 19:59:3,"I remember when I """,1.01e+17,39749247,Tony! Toni! Toné!,39749247,0.0,0.0,1.0,15,0,0,0,8,0,0,0
2011-08-04 19:59:3,Photos: Pre-Race Activities In London http://bit.ly/p1b97S,9.93e+16,270667138,The Running Digest,270667138,34.0,65.0,1.0,53,0,0,0,9,0,0,0
2011-08-04 19:59:3,Officially going to London for the year :),9.93e+16,314350830,Shannon Carleton,314350830,3.0,4.0,1.0,35,0,0,0,9,0,0,0
2011-08-04 19:59:3,"I remember when I """,9.82e+16,286813735,James Martin,286813735,0.0,0.0,1.0,15,0,0,0,9,0,0,0
2011-08-04 19:59:3,Have a feeling this drunk guy is gonna be a pain in the arse on way to London.,9.93e+16,314350830,Shannon Carleton,314350830,0.0,0.0,1.0,61,0,0,0,9,0,0,0
2011-08-04 19:59:4,#ukpc4sale LONDON Brand new apple macbook pro 17 (london_ Price: Â£450)  http://bit.ly/5ZSJh0,9.93e+16,37216356,Back Climber,37216356,0.0,0.0,1.0,81,0,0,1,8,0,0,1
2011-08-04 19:59:4,And the bridges in london came falling down...,9.93e+16,290913118,Hannah,290913118,0.0,0.0,1.0,39,0,0,0,9,0,0,0
