Date,Tweet_Text,Tweet_Id,User_Id,User_Name,User_Screen_Name,Retweets,Favorites,Class
INFO:root:153-[2011-08-04 19:59:32],Blazes_ looting in London riot #police #shooting #savePeople #spreadNews ,9.93E+16,270667138,The Running Digest,270667138,,,
INFO:root:154-[2011-08-09 19:59:51],e tambem na Igreja em que o principe Willian se casou_ e tambem fomos no London eye *-* hj fomos em um museu de arte moderna_,1.01E+17,26372082,Ahmed Omar,26372082,0,0,1
INFO:root:155-[2011-08-05 19:59:46],#riot #wallstreet #stockmarket #apocalypse #bloodinthestreets #london #england #new york http://bit.ly/nlOKwA,9.96E+16,242039849,Samuel Harrison,242039849,0,0,1
INFO:root:156-[2011-08-01 19:59:38],Photos: Pre-Race Activities In London http://bit.ly/p1b97S,9.82E+16,246832103,Dj Lanre Factory78,246832103,0,0,1
INFO:root:157-[2011-08-07 19:59:50],London Riots: Britain's Social Elastic is Snapping Back in Cameron's Face  http://huff.to/ptqX9d,1.00E+17,44908542,Mash,44908542,0,0,1
INFO:root:159-[2011-08-10 19:59:45],@NICKIMINAJ COME TO LONDON ASAP!!! feeling all left out seeing these tweets about your performances :'(,1.01E+17,230223511,JLS&RitaOra&1D,230223511,0,0,1
INFO:root:160-[2011-08-02 19:55:07],@DBoateng123 watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,9.85E+16,145258997,String Doll,145258997,0,0,1
INFO:root:161-[2011-08-08 19:59:58],10.. Breaking my phone in London.,9.82E+16,286813735,James Martin,286813735,0,0,1
INFO:root:175-[2011-08-07 19:59:49],Read what some of the biggest names in Pop have had to say about the London Riots http://bit.ly/o1MUnHÂ  inc. JLS_ Jessie J_ Tinie Tempah...,1.00E+17,247662518,IT Job Database,247662518,0,0,1
INFO:root:176-[2011-08-03 19:59:15],@Tai_Monroe yeah but you got the London name. :-),9.89E+16,49804245,Megan,49804245,0,0,1
INFO:root:177-[2011-08-10 19:59:43],"@stopbeingfamous: People are asking what caused the London rebellion. Police brutality against blacks_ poorpeople_ & Muslims. Unemployment.,100717922556719104,295653759,chanel #TeamHeat,295653759,0,0
INFO:root:162-[2011-08-04 19:59:31],I remember when I ",1.01E+17,39749247,Tony! Toni! Toné!,39749247,0,0,1
INFO:root:178-[2011-08-02 19:54:32],London IT Jobs: http://itjobdatabase.com/london #london #IT #Jobs #ITJDB,9.85E+16,319829160,yo,319829160,0,0,1
INFO:root:179-[2011-08-08 19:59:58],@Ms_Trini_London aww poor maria. arnt u goin to the movies?,1.01E+17,123115748,V a l,123115748,0,0,1
INFO:root:180-[2011-08-04 19:59:26],Check this video out -- London Riots. (The BBC will never replay this. Send it out) http://www.youtube.com/watch?v=biJgILxGK0o&feature=shareÂ â€¦ via @youtube,9.93E+16,93647694,Rayan Alkhaleel,93647694,0,0,1
INFO:root:181-[2011-08-09 19:59:50],@WorldofSimpson @greysonchance #HoldonTiltheNight Little london girl ! ,1.01E+17,33123688,fernanda castano,33123688,0,0,1
INFO:root:182-[2011-08-05 19:59:34],@RahafKhm apparently some rioters are fire burning houses and stuff in London.. I really don't know why :(,9.96E+16,286404473,jackie,286404473,0,0,1
INFO:root:184-[2011-08-07 19:59:48],Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://bit.ly/qZ2Mrs,1.00E+17,37272077,Myah Jeffers,37272077,0,0,1
INFO:root:185-[2011-08-03 19:59:10],Now it's Manchester and the Midlands' turn as London braces for FOURTH night of rioting http://bit.ly/r2KMOSÂ ,9.89E+16,59869970,Lê,59869970,0,0,1
INFO:root:187-[2011-08-02 19:54:27],@greysonchance i would be your Little London Girl <3 #HoldOnTilTheNight,9.85E+16,142358100,chris kulbaba,142358100,0,0,1
INFO:root:188-[2011-08-08 19:59:58],babes you're like a day late loooool RT @_Jailisa: yoo what happened in london?? :c,1.01E+17,42447646,Rosie,42447646,0,0,1
INFO:root:189-[2011-08-04 19:59:23],uma menina lÃ¡ da sala voltou com um casaco I  London uhullll mas foi a mÃ£e dela que foi pra lÃ¡_ ai que inveja KKK,9.93E+16,174031718,Rafaela Santiago,174031718,0,0,1
INFO:root:190-[2011-08-09 19:59:49],@London_Training - happy to support lical business!! #jobs,,,,,0,0,1
http://bit.ly/nzObnC ,cher's security should get down to london and sort it out..,98137582,Paolo L von Schirach,98137582,0,0,0,1
INFO:root:191-[2011-08-05 19:59:31],London London London London,9.96E+16,277174725,Nancy Aguilar,277174725,0,0,1
INFO:root:192-[2011-08-01 19:59:31],"London massive lootings explained as unrest caused by ""social exclusion"". Crime on a massive scale is still crime.  ",9.82E+16,246832103,Dj Lanre Factory78,246832103,,,
INFO:root:195-[2011-08-10 19:59:42],Blazes_ looting in London riot #police #shooting #savePeople #spreadNews ,1.01E+17,22424791,Nachi,22424791,,,
INFO:root:196-[2011-08-02 19:54:26],London 2012 Olympics: canoeist Ella Nicholas has the chance to put the Cook Islands on the map http://bit.ly/oKlyE8Â ,9.85E+16,41853906,Sabrina Dresch,41853906,0,0,1
INFO:root:197-[2011-08-08 19:59:58],@Seanovski91 @Funsiizedchiick watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,1.01E+17,187215049,Liam Power,187215049,0,0,1
INFO:root:198-[2011-08-04 19:59:19],Pouring my heart out in a dance record nice international feel.. It feels like London _ Egypt  _ Las Vegas  India _ Madrid_ Paris all in one,9.93E+16,330277211,anaktgtokong,330277211,0,0,1
INFO:root:199-[2011-08-09 19:59:48],"Assisti a ""90210: I See London_ I See France..."" s3ep7 http://j.mp/bxfKOs #orangotag",1.01E+17,266272432,RichiePTheProducer©,266272432,0,0,1
INFO:root:200-[2011-08-05 19:59:30],@JCLayfield The APA would make a killing over here in London right now!,9.96E+16,16314048,Pete Stagman,16314048,0,0,1
INFO:root:201-[2011-08-06 19:59:30],"Pengarah MSD London anggap Umno London sebagai ""orang luar"" walhal umno byk menjalankan aktiviti masyarakat @NajibRazak @Khairykj",1.00E+17,14834445,Nick Scott,14834445,0,0,1
INFO:root:202-[2011-08-06 19:59:30],That situation in London is crazy! Man....like something straight out of a movie smh,1.00E+17,225764675,Nieuwsmening,225764675,0,0,1
INFO:root:203-[2011-08-06 19:59:28],Drinking a London Pride by Fuller Smith & Turner PLC @ British Beer Company â€” http://untp.it/osKcm9,1.00E+17,19801144,Sue Riot,19801144,0,0,1
INFO:root:205-[2011-08-02 19:54:24],I was just walking home to clapton from Stoke Newington and could hear a load of sirens.  Thought it was typical North London not RIOT TIME,9.85E+16,23536373,DWAirFreqFlyer Kelly,23536373,1,0,1
INFO:root:206-[2011-08-04 19:59:14],###Tottenham    riots: Double decker bus set ablaze as mob violence hits London: A double deckerâ€¦ http://goo.gl/fb/GqsPj,9.93E+16,33803218,TisheePooh,33803218,0,0,1
INFO:root:207-[2011-08-06 19:59:25],It is PISSING down. Good luck #gcfam London has this coming. I am soaked.,1.00E+17,135137716,Janet,135137716,0,0,1
INFO:root:208-[2011-08-02 19:53:58],RT @Rocksicle_Lover: RT @tink_a_licious: ***Selling 2 tickets to London show. Floor 2. Row J***. Please RT,9.85E+16,1323671,Blog Bloke (BB),1323671,0,0,1
INFO:root:209-[2011-08-05 19:59:30],Cant wait to get hm im goin to zzzzz till Tomorrow if london allows,9.96E+16,103596932,BarLifeUK,103596932,0,0,1
INFO:root:210-[2011-08-04 19:59:13],"RT @Remel_London: RT @MisssN: i love the way the guardian journo put the BBC newswoman in her place. ""let's not ... http://tmi.me/e5BTN",9.93E+16,66799275,C.J. Jones,66799275,0,0,1
INFO:root:211-[2011-08-09 19:59:48],Virgin Media to 'take a punt' at  FREE London WiFi network http://tgr.ph/poJSEO,1.01E+17,185403412,Robin L Mcentire,185403412,0,0,1
INFO:root:212-[2011-08-06 19:59:25],http://open.spotify.com/track/4VcaFr7uq8P8kxusc4VLc6Â â€¦ Warren Zevon â€“ Werewolves of London - 2007 Remastered Live LP Version,1.00E+17,201362918,Reinaldo Fabricio,201362918,0,0,1
INFO:root:213-[2011-08-03 19:59:06],lol RT @London_Londyn: shake weight is for homo niggas && bitch wiggas.,9.89E+16,120614051,Marcus Bean,120614051,0,0,1
INFO:root:214-[2011-08-07 19:59:48],I guess im missing something what and why are they rioting and destroying everything in London_ can someone tell me what started it?,1.00E+17,14172543,Tom Raymond,14172543,0,0,1
INFO:root:215-[2011-08-02 19:53:32],Buno buenoo ...... I london,9.85E+16,66790635,Elliott Risby,66790635,0,0,1
INFO:root:218-[2011-08-08 19:59:58],@lucyttaylor yeah I was in London last week so went for a beer with @jamestanner01 and ended up having dinner in pollen street:),1.01E+17,6426402,Boo Scary,6426402,0,0,1
INFO:root:219-[2011-08-04 19:59:06],BBC News - London riots: Met Police launch major investigation http://bbc.in/puOre1Â ,9.93E+16,296253301,poppy,296253301,0,0,1
INFO:root:220-[2011-08-09 19:59:47],Some great ads by Santo London http://www.santobuenosaires.net/Â ,1.01E+17,28812727,Wife of Khan,28812727,0,0,1
INFO:root:221-[2011-08-10 19:59:41],Shit is fucked up in London. But why isn't this happening all over America daily? We have just as much_ if not more_ iniquity.,1.01E+17,85184762,MichelleMajor,85184762,0,0,1
INFO:root:222-[2011-08-06 19:59:25],@stefanabingdon how much longer?? i would stay up all night waiting but i need sleep for london tomorrow as im waking up at 4am :( xxx,1.00E+17,119928072,Bisola Muda-Lawal,119928072,0,0,1
INFO:root:223-[2011-08-03 19:59:03],smart move! â€œ@omarulhaq: Gotta love #Apple! #London: http://yfrog.com/gzmu3qsjÂ  (via @khanvictdxb)â€,9.89E+16,82633817,Emploi Master,82633817,0,0,1
INFO:root:224-[2011-08-07 19:59:47],@timminchin London is the same as last week. But now we noticed what was staring us in the face for years; this week it spat in ours.,1.00E+17,116238880,Melinda Klotz,116238880,0,0,1
INFO:root:225-[2011-08-02 19:53:08],North London doe WTF!,9.85E+16,20452327,Media Jobs in London,20452327,0,0,1
INFO:root:226-[2011-08-01 19:59:28],Selby jennings london Junior Senior Job Hedge fund (London) Quantitative Equities Portfolio Manag... http://bit.ly/lZVQBM Master 58,9.82E+16,256568211,GirlWithOneDream,256568211,0,0,1
INFO:root:227-[2011-08-05 19:59:23],Hope that @DonnieWahlberg & @jordanknight show up for the afterparty @29&Park tonite in London for my girl @BellaGina12,9.96E+16,69228009,Emily Brown,69228009,0,0,1
INFO:root:228-[2011-08-08 19:59:58],Keyboard Player Wanted - London United Kingdom #job  http://jobsurl.com/wlr2,1.01E+17,170366250,No Sweet Nothings,170366250,0,0,1
INFO:root:229-[2011-08-04 19:59:04],@diggy_simmons cant wait till you come to the uk. please visit other places except london haha. somewhere near yorkshire maybe ;) <3,9.93E+16,22397050,Regina George,22397050,0,0,1
INFO:root:230-[2011-08-09 19:59:47],Friends_ I'm doing 30 days of covers until I go to London_ and today's cover is Bird on a Wire by Leonard Cohen!... http://fb.me/16CLjLG4V,1.01E+17,100107733,Uptempo London Hun,100107733,0,0,1
INFO:root:231-[2011-08-10 19:59:41],@CalamityJane_UK I'm not in London at the moment. I think that's what makes it worse_ not knowing. You take care too. xx,1.01E+17,191911750,Lynne Haywood,191911750,0,0,1
INFO:root:232-[2011-08-06 19:59:22],@coolasfire123 yeaah! in june 13! I  really want to live in london! You guys have the bests shows in da world!,1.00E+17,20468421,Marc C.,20468421,0,0,1
INFO:root:233-[2011-08-03 19:59:03],@IAM_KING Bro! U should come visit! I <3 London but I still wanna go New York though lol. Btw did u get my DM?! ;-),9.89E+16,290705286,US Swinger Elleik,290705286,0,0,1
INFO:root:234-[2011-08-07 19:59:47],Check this video out -- BBC Doesn't Want to Hear Real Reasons for #LondonRiots http://www.youtube.com/watch?v=XV0X0NGhu3w&feature=share¦ via @youtube #riots #UKriots #Cameron http://tumblr.com/xoiurs,1.00E+17,124203870,Rose Alhomsi (Razan),124203870,0,1,1
INFO:root:235-[2011-08-02 19:53:03],@musicbox120 That's a fantastic age to visit London. You'll have an amazing time. (and get very drunk). ;),9.85E+16,9994642,milkandsugar,9994642,0,0,1
INFO:root:236-[2011-08-01 19:59:26],London best VIP companions_ Caucasian escorts in United Kingdom.,9.82E+16,246832103,Dj Lanre Factory78,246832103,0,0,1
INFO:root:237-[2011-08-05 19:59:22],Photo: #Syria: A young boy chants The people want to topple the regimege at the Syrian embassy in #London. http://tumblr.com/xto3ykqp7e #heatLondonroits,9.96E+16,28813292,LadyBlaxz,28813292,0,0,1
INFO:root:238-[2011-08-08 19:59:58],Well_ for London_ I hope the online purchase went well. It went a bit funny...,1.01E+17,330560607,Karen Koch,330560607,0,0,1
INFO:root:239-[2011-08-04 19:59:03],@MisssN watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,9.93E+16,237366923,FAT YE WEST,237366923,0,0,1
INFO:root:240-[2011-08-09 19:59:47],Not in London! :( RT @LadySplitz: @iamdiddy @ciroc @TGIFridays..... Taking my gals out to lunch (cont) http://tl.gd/c6rjrk #LondonRiots,1.01E+17,40495509,Miguel,40495509,0,0,1
INFO:root:241-[2011-08-10 19:59:40],#LondonRiots We need to pray so that God can work. Please_ pray for peace & calm in London!,1.01E+17,18931772,#GTAVSHOTS,18931772,0,0,1
INFO:root:242-[2011-08-06 19:59:20],Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://tinyurl.com/3zdeza9,1.00E+17,341316021,Kajyu,341316021,0,0,1
INFO:root:243-[2011-08-03 19:59:03],@BladeMithology @patty_london o_o que amistades,9.89E+16,20050988,Legal Jobs,20050988,0,0,1
INFO:root:244-[2011-08-07 19:59:47],#London_ Riots & Social Media: This Week in Online Tyranny: #Londonriots feature social media policing and Blackb... http://rww.to/pMdRy9 #checkmyvideo,1.00E+17,121899391,Mimi,121899391,0,0,1
INFO:root:245-[2011-08-02 19:52:46],#ebz Death is not always permanent in Fallen London. This has caused the quiet and unacknowledged... http://fallenlondon.com/c/1322170,9.85E+16,174340580,Cyn,174340580,0,0,1
INFO:root:246-[2011-08-01 19:59:26],CORPORATE JUNIOR - MID LEVEL SOLICITOR - LONDON - London United Kingd... #job  http://jobsurl.com/woWl,9.82E+16,304406466,Detroit Local,304406466,0,0,1
INFO:root:247-[2011-08-05 19:59:19],@JT4Mets4Arsenal It's spreading across into different areas of London now. Doesn't seem to be ending any time soon.,9.96E+16,45351664,Dan Yee,45351664,0,0,1
INFO:root:249-[2011-08-04 19:59:02],S/O 2 all the LEO's and August baby's RT were Trully blessed...the weather in LONDON RITE ABT NOW PROVES IT!!!! #teamlondon #teamLeo!!!,9.93E+16,348445695,Karen Lynn,348445695,0,0,1
INFO:root:250-[2011-08-09 19:59:46],#News Amy Winehouse bought heroin and crack cocaine claims London fixer http://dlvr.it/dSS2z #Detroit #MI,1.01E+17,203589972,Server-tan,203589972,0,0,1
INFO:root:251-[2011-08-10 19:59:40],@em_oak @mike_white @bfortch @GI_Spro I just realised there will be a WBC London Frathaus reunion for us in Canada_ BC. That is excellent.,1.01E+17,111260991,Engr. Sani Jari,111260991,0,0,1
INFO:root:252-[2011-08-06 19:59:20],@AudreyGrace2014 London :),1.00E+17,283504463,David,283504463,0,1,1
INFO:root:253-[2011-08-03 19:59:02],Riots in London http://fb.me/10Cnm2Mns,9.89E+16,41822598,Scott,41822598,0,0,1
INFO:root:254-[2011-08-07 19:59:47], #Rioters Go Back to London and Loot..Hurry Up! #Shopping Time @londonriots .. Hahaha gr8 lads,1.00E+17,21341687,TipTop Technologies,21341687,0,0,1
INFO:root:255-[2011-08-02 19:52:04],Take away the media from North #London right now http://dlvr.it/dSS2z  and you take away the crowds with further potential problems.Just a thought.....  http://dlvr.it/dSS2z ,9.85E+16,93270854,Harley Quinn,93270854,0,0,1
INFO:root:256-[2011-08-01 19:59:21],Going to Eastbourne on Friday_ and London on Monday... Should be a pretty fun weekend!!,9.82E+16,40876406,London Price Drops,40876406,0,0,1
INFO:root:257-[2011-08-05 19:59:17],"Check out ""New disturbances in @London a night after #rioting - Yahoo! News"" http://ftt.nu/lhxs4 Lot more tips at http://FeelTipTop.com/enfield",9.96E+16,193887043,The Oracle,193887043,0,0,1
INFO:root:258-[2011-08-08 19:59:58],In less than two weeks I'll be in London. I'm so excited but I can't believe it. My summer starts very soon!!,1.01E+17,16304151,Nicca Panggat,16304151,0,0,1
INFO:root:259-[2011-08-04 19:59:02],Â£100_000. Veronica Gardens_ London_ SW16. Price dropped 4%. http://bit.ly/oXf1Wg #riots swag… ,9.93E+16,17076493,Rich Porter,17076493,0,0,1
INFO:root:260-[2011-08-09 19:59:46],Media group urges UN probe of strike on Libya TV: LONDON (AP) â€” An international media safety group has joined c... http://bit.ly/r4vLFQ,1.01E+17,166923425,Paul,166923425,0,0,1
INFO:root:261-[2011-08-10 19:59:37],Can't even believe what's going on in London. This is insane.,1.01E+17,15456860,David Posey,15456860,0,0,1
INFO:root:262-[2011-08-06 19:59:18],@London_Smiley your right your right.. You never texted me back :p,1.00E+17,210753594,Smart News for AU,210753594,0,0,1
INFO:root:263-[2011-08-03 19:58:50],@sway23 @_beak Our city is home to the same sort of criminals that plagued London. We'll bounce back!,9.89E+16,85463012,Keith Errington,85463012,0,0,1
INFO:root:264-[2011-08-07 19:59:44],Real headline. End of west complete//London rioters resent media image of hooded teen thug http://www.montrealgazette.com/news/London+rioters+resent+media+image/5233682/story.htmlÂ â€¦ #fb,1.00E+17,60388794,Katherine Glyde,60388794,0,0,1
INFO:root:265-[2011-08-02 19:51:56],SB> Blazes_ looting in London riot: http://bit.ly/qF9WSX #Rioters went on a rampage in north London_ torching #Police cars_ a bus and a... http://bit.ly/qF9WSX,9.85E+16,290963963,Cassius,290963963,0,0,1
INFO:root:266-[2011-08-01 19:59:20],â€  Typography - Place Your Indicator & Win A Ticket to TYPOÂ London: TYPO London honours a tradition of its Berlin... http://bit.ly/mU8Msa,9.82E+16,94260672,Leah,94260672,0,0,1
INFO:root:267-[2011-08-05 19:59:16],Only in London when riots are destroying everything do we have #krispykreme trending on twitter #alwaysthinkingwithourstomachs,9.96E+16,116939005,BIGGMFBUDGET,116939005,0,0,1
INFO:root:268-[2011-08-08 19:59:57],#RT @OBJAZZ - Be Mine #Indie #Lagos #London #African - http://twitrax.com/s/j3y0as #twitraxtuesday,1.01E+17,147495640,Volkan,147495640,0,0,1
INFO:root:269-[2011-08-04 19:58:59],The tourist   @ London http://instagr.am/p/JHIf2/,9.93E+16,194384049,Lesley Bourne,194384049,0,0,1
INFO:root:270-[2011-08-09 19:59:46],@Rebecca_London  kool hit me when u wake tho 1st thing,1.01E+17,196869625,Abbey Maxbauer,196869625,0,0,1
INFO:root:271-[2011-08-10 19:59:37],"bosuna en asil duygunun insani demiyoruz :) rt ""@Phelpslicious: I'm so proud to Turkish people who lives in London. Proud of to be Turkishâ€",1.01E+17,196423686,JLyte,196423686,0,0,1
INFO:root:272-[2011-08-06 19:59:18],Urban grunge #london #iphone #iphoneography #texture #decay http://instagr.am/p/JWxZW/,1.00E+17,42415376,Sherron Charles,42415376,0,0,1
INFO:root:273-[2011-08-03 19:58:50],I miss my bestest bestest BESTEST friend in the whole wide world @lindseymaynard I LOVE YOU DON'T GO TO LONDON):,9.89E+16,19266446,Lya Thomas,19266446,0,0,1
INFO:root:274-[2011-08-07 19:59:43],@I_LUV_LONDON Lol Thats why I dont add nobody I dont know..,1.00E+17,65242895,Lauren,65242895,0,0,1
INFO:root:275-[2011-08-02 19:51:26],RT @MikeBealesoccer: Last chance to sign up and join 140 coaches at our free SSG Workshop on 21st Aug at London (cont) http://tl.gd/c7h6pd,9.85E+16,338966187,Hedge Fund/Quant,338966187,0,0,1
INFO:root:276-[2011-08-01 19:59:18],"RT @AftershockStyle London Final Reduction Sale!"" Winner to be announced on Monday 1st August. Re-Tweet to win a fabulous goody bag! Xxâ€",9.82E+16,43983711,Keeley louise,43983711,0,0,1
INFO:root:277-[2011-08-05 19:59:08],#powpow RT @VanityB_Affair: International boo_ boo. Someone's going to be rocking me in London_ POW!,9.96E+16,59126679,Quant Finance Jobs,59126679,0,0,1
INFO:root:278-[2011-08-08 19:59:57],RT @Mathfi_Jobs Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et ... http://bit.ly/mlwNXX Quant IB Finance jobs 120,1.01E+17,105785478,Lucy Rose,105785478,0,0,1
INFO:root:279-[2011-08-04 19:58:58],@Viv_DE_Freak awww cool i live in east london,9.93E+16,233182045,ana,233182045,0,0,1
INFO:root:282-[2011-08-06 19:59:17],Job Offer lunalogic (London): RAD FO/Quantitative developer_ Equity Derivat... http://bit.ly/nrcQRL Quant IB Finance jobs 126,1.00E+17,47590654,Gwen,47590654,0,0,1
INFO:root:283-[2011-08-03 19:58:49],I know I said I was going to sleep but this is ridiculous?! In liverpool? Liverpool is 200 miles from London?,9.89E+16,145330963,Warren London DogSpa,145330963,0,0,1
INFO:root:284-[2011-08-07 19:59:42],London_ my eternal dream,1.00E+17,147157228,Miss Bee,147157228,0,0,1
INFO:root:285-[2011-08-02 19:51:25],Photo: Big Ben- London_ England http://tumblr.com/xhc3xuckp7,9.85E+16,167786742,Sin Vega,167786742,0,0,1
INFO:root:287-[2011-08-05 19:59:08],Warren London On CBS News http://nblo.gs/ldXjY,9.96E+16,18257417,sf2g,18257417,0,0,1
INFO:root:288-[2011-08-08 19:59:57],@piersmorgan follow this guy @JC_Andrews a journo at the scene in n London confirming rumours etc- I've gone to hide at my parents,1.01E+17,213786254,Blaise yyyyy,213786254,0,0,1
INFO:root:289-[2011-08-04 19:58:55],@hapsci Good point.  A lot of people I met even as close as Warwickshire were pretty down on London.  They'd at least BEEN there_ though.,9.93E+16,17436289,Dj Mo Beatz,17436289,0,0,1
INFO:root:290-[2011-08-09 19:59:45],OT: london's cycling highways this is cool_ we should break out the blue (green?) paint for the bayway,1.01E+17,30015803,Mark Henty,30015803,0,0,1
INFO:root:291-[2011-08-10 19:59:36],@Xbvbgirlx whats going on in london?? Lol,1.01E+17,175684680,news facts,175684680,0,0,1
INFO:root:292-[2011-08-06 19:59:14],London Aug 15th!,1.00E+17,245879934,Aled Davies,245879934,1,0,1
INFO:root:293-[2011-08-03 19:58:49],@GersRafa Happily_ London has been pretty quiet tonight cos of 16_000 coppers but there has been more in Liverpool_ Manchester etc #crikey,9.89E+16,40780227,...Darrious....Tate.,40780227,0,0,1
INFO:root:294-[2011-08-07 19:59:42],Rachel Stevens opts for some zany trousers as she takes daughter Amelie out in London: The 33-year-old sta... http://tinyurl.com/3fwsjhr,1.00E+17,212679063,Cecilia,212679063,0,0,1
INFO:root:295-[2011-08-02 19:50:43],@DiscusDan well done buddy! Well proud! Making the future! Amazing! Your leading the way to london by far! Muchos love,9.85E+16,32780740,Hamad Mohamed,32780740,0,0,1
INFO:root:296-[2011-08-01 19:59:14],last name london -theopilus london,9.82E+16,43750788,UK Business News,43750788,0,0,1
INFO:root:297-[2011-08-05 19:59:07],@IloveTommyBowen Dato curioso en London los nÃºmeros de telÃ©fono mÃ³vil comienzan con 55.,9.96E+16,108734813,Soy Ella ®,108734813,0,0,1
INFO:root:298-[2011-08-08 19:59:57],@FarahT *cancels trip to London* nooo_ don't tell me this at bed time! Ams I killed an ugly black one hanging in my room.. t-thakartich haha,1.01E+17,107813597,caro,107813597,0,0,1
INFO:root:299-[2011-08-04 19:58:53],Xstrata set for 40 percent jump in H1 profit_ strong H2: LONDON (Reuters) - Xstrata is expected to post an almo... http://yhoo.it/r3aExX,9.93E+16,278046518,Fat Slutty Andretti,278046518,0,0,1
INFO:root:300-[2011-08-09 19:59:44],@patty_london Que sencilla_ que humilde la Paty,1.01E+17,283781060,Dale Mclelland,283781060,0,0,1
INFO:root:301-[2011-08-10 19:59:35],I only know one family in #London which is my mom's friend's_ but everyone please be safe_ stay indoors! #prayforlondon,1.01E+17,258273713,Celebgossip,258273713,0,0,1
INFO:root:302-[2011-08-06 19:59:14],Ever made love to the woman of you dreams in a room full of money out in London... Naw but I'm try within these 2 weeks #EuroTrip,1.00E+17,268481791,alexander kool,268481791,0,0,1
INFO:root:303-[2011-08-03 19:58:46],Grand theft auto #London Riot. http://yfrog.com/kka0alnj videos on my #wall ! Check it out ……..,9.89E+16,63750282,Angela,63750282,0,0,1
INFO:root:304-[2011-08-07 19:59:41],Rachel Stevens opts for some zany #trousers as she takes daughter Amelie out in London: #riotsLondon The 33-year-old sta... http://tinyurl.com/3fwsjhr ,1.00E+17,76470869,Ope Allen,76470869,0,0,1
INFO:root:305-[2011-08-02 19:50:24],Blazes_ looting in London riot - Yahoo! News http://yhoo.it/ofxHxrÂ  via @YahooNews,9.85E+16,14944542,DamonAustin,14944542,0,0,1
INFO:root:307-[2011-08-05 19:59:04],@Marquisgroup BOTH! HAMILTON AND LONDON! WHY CHOOSE?!?,9.96E+16,71811960,Scoe,71811960,0,0,1
INFO:root:309-[2011-08-04 19:58:46], y did the #Police killed the young man and how did they allow such a huge #mayhem even in london there! #riots ##Policebrutality ,9.93E+16,23448443,Heather Brickell,23448443,0,0,1
INFO:root:310-[2011-08-09 19:59:43],EMI bids range from $3 billion to $4 billion: report: LONDON (Reuters) - Bids for EMI suggest that the British ... http://yhoo.it/ptRlHV,1.01E+17,137755347,JamezJCB,137755347,0,0,1
INFO:root:311-[2011-08-10 19:59:35],@Sarafina_London Good Evening_My Nina! How are you?,1.01E+17,176053515,showbizspy,176053515,0,0,1
INFO:root:312-[2011-08-06 19:59:14],Save $2/1 Rimmel London Product http://nblo.gs/lgCOX,1.00E+17,49403072,Dennis,49403072,0,0,1
INFO:root:313-[2011-08-03 19:58:45], Update on riots: It's mainly stopped in london_ but the rest of our country is carrying on. Because they're dicks. #London,9.89E+16,20520540,90.9 WGUC,20520540,0,0,1
INFO:root:315-[2011-08-02 19:50:07],#londonroit : Rachel Stevens opts for some zany #trousers as she takes daughter Amelie out in London: The 33-year-old star team... http://bit.ly/qm8Srm,9.85E+16,91206387,Tom Houslay,91206387,0,0,1
INFO:root:316-[2011-08-01 19:59:10],#London #Riot Violence breaking out in other side streets ####Tottenham   ,9.82E+16,247393610,FasFashion,247393610,3,0,1
INFO:root:317-[2011-08-05 19:59:03],9:09 PM: Franz Joseph Haydn: Covent Garden (Windsor) Overture: London Classical Players_ Roger Norrington_ condu... http://bit.ly/oj2AyH,9.96E+16,26037604,Bas Geerdink,26037604,0,0,1
INFO:root:318-[2011-08-08 19:59:57],I don't think I can afford to get the tattoo though :( was hoping to get Ryan Mason at the London Convention_ but..  argh... #studentbursary,1.01E+17,348176006,Michael Milazzo,348176006,0,0,1
INFO:root:319-[2011-08-04 19:58:41],Striped love: Well_ I am back from London and I need some rest from all of the walking/ sightseeing I did over t... http://bit.ly/q6rClp,9.93E+16,154273426,Damien Pollard,154273426,0,0,1
INFO:root:321-[2011-08-10 19:59:34],Was at Filthy mc Nasty tonight with @Brittmusic. Good to see you in London mate!,1.01E+17,15746615,Naga  Surendran,15746615,2,0,1
INFO:root:322-[2011-08-06 19:59:11],Riots in London... Eeep!,1.00E+17,19627467,IcyBloke,19627467,0,0,1
INFO:root:323-[2011-08-03 19:58:40],@Tritocmore indeed! Thanks for the spot. In London any time soon? Long overdue a beer!,9.89E+16,329556765,James Hartt,329556765,0,0,1
INFO:root:324-[2011-08-07 19:59:40],Riots Spotlight Londonâ€™s Troubled Youths: http://nyti.ms/nNGGqYÂ ,1.00E+17,85849259,InsideWorldFootball,85849259,0,0,1
INFO:root:325-[2011-08-02 19:49:56],@WombatJail I hope you've not been mixing cocktails in the northern parts of that London.,9.85E+16,108140041,Australian Equities,108140041,0,0,1
